bedrooms,bathrooms,sqft_lot,floors,condition,yr_built,price
4,2,4600,1.5,3,1926,950000
4,2.5,4568,2,3,2006,292500
4,1.75,7730,1,5,1956,270000
4,1.75,7730,1,5,1956,450000
4,1,6480,1.5,3,1920,535000
3,2.5,3082,2,3,2000,550000
3,2.25,2003,2,3,1996,457500
3,1.5,8580,1,3,1962,136500
3,1.5,8580,1,3,1962,224097
3,2.5,10608,2,3,1994,254000
4,2.25,13500,1,3,1963,335000
5,2.5,6553,2,3,2012,594950
3,1.75,18123,1,3,1983,350000
3,1,9832,1,3,1970,169950
3,2.5,10800,1,3,1979,432500
2,1.75,4000,2,3,1948,440000
3,2.25,3788,2,3,1985,233703
3,1.5,3292,2,3,1988,310000
3,2.5,6762,2,3,1998,735000
4,2.75,8150,2,3,2014,730000
3,1.75,9000,1,3,1961,257000
2,2.25,1240,3,3,2004,485000
4,2.25,6000,1,3,1959,899000
3,1,8055,1.5,3,1952,279000
4,2,7245,1,4,1974,225000
3,1.5,4775,2,5,1913,1.36E+06
3,2.5,4242,2,3,2000,355000
4,1.75,8700,1,4,1967,382500
3,2.5,9669,2,4,1992,324360
3,1.75,10450,1.5,3,1966,315000
2,1,11472,2,3,1951,426000
5,2.5,6305,2,3,2003,395000
3,1,9650,1.5,5,1922,212644
3,3,5100,2,5,1947,510000
2,1,9000,1,3,1939,85000
2,1,9000,1,3,1939,235000
4,2.5,5754,2,3,2001,295000
3,2.5,2200,1.5,4,1910,720001
3,1,6083,1,4,1940,313950
3,1,6083,1,4,1940,415000
3,1.75,12247,1,3,1981,305000
3,1.5,4128,1.5,3,1906,625000
3,1,11040,1,4,1961,490000
3,2,8641,2,4,1987,269950
5,4,27295,2,3,1949,2.70E+06
4,3,4500,2.5,5,1900,829000
4,2.5,77550,1,4,1987,635000
3,1,9750,1,3,1959,217500
4,1.75,7350,1,3,1965,270000
3,3,8400,2,3,1947,1.25E+06
4,2.5,5100,2,3,2007,480000
3,1.75,6500,1,3,1954,575000
4,2.75,5589,2,3,2001,426950
3,1,7314,1,3,1960,125000
3,1,7314,1,3,1960,208000
4,2,10622,1,4,1976,325000
7,4,10880,1,4,1960,597157
4,2.5,3120,2.5,3,2006,728725
5,2,10800,1,3,1968,708000
4,3,14021,2,3,2005,1.30E+06
3,1,11625,1,4,1977,405000
4,2.75,6090,1.5,3,1945,550000
4,2.5,5375,2,3,2006,451000
5,3.75,7415,2,3,2014,540500
5,3.5,16500,2,3,2001,1.03E+06
4,1,10455,1,3,1963,218000
4,2.25,7007,1,3,1974,562000
4,2.5,94525,2,4,1977,401500
2,1,9994,1,3,1954,196700
3,1.75,10183,1,4,1975,583000
5,2.5,17825,1,4,1974,309900
4,3,18843,2,3,1995,485000
3,1,3348,1,4,1926,465000
4,2.25,8372,2,4,1984,595000
3,1,7560,1,4,1958,254000
3,2.75,9490,2,3,1994,488500
4,2.5,8990,2,3,1977,260000
2,1,8487,1,4,1944,166000
2,1.5,6760,1,3,1923,440000
3,2,7560,2,5,1943,375000
2,1,4800,1,4,1944,529500
2,1,6439,1,4,1934,338000
3,2.25,15903,1,3,1986,335620
4,2.25,15232,1,3,1978,464000
2,1,7740,1,4,1925,354000
4,3.5,3600,2,3,1998,601000
3,2.25,9040,1,3,1979,285000
2,2,4200,2,3,1906,462500
4,2.5,10459,2,4,1989,350000
4,1,3844,1,3,1972,329000
4,2.5,11983,1,3,1984,312500
4,2.5,5338,2,3,2001,370000
3,1.75,12750,1,3,1979,399900
3,1,6550,1.5,4,1925,398000
2,1.5,7400,1,4,1909,550500
3,2.75,7200,1.5,4,1913,709000
5,2.75,7620,1,3,1965,402000
3,1.5,23660,1,3,1952,450000
3,2.25,6720,1,3,1961,524000
4,2.75,322188,1,3,1989,800000
4,1,8906,1,3,1966,185000
4,1,8906,1,3,1966,365000
4,2.5,11422,2,3,1989,925000
3,1.75,11781,1,4,1968,714000
3,2,9759,1,5,1972,495000
3,2.25,6648,1,3,1990,535000
4,2.5,10800,1,3,1953,880000
3,1.5,8056,1,4,1949,150000
3,2.25,6565,1,4,1972,554500
3,1.75,3880,1.5,5,1916,520000
4,2.75,5637,2,3,2014,839990
3,2.5,5683,2,3,2003,500000
2,1,186872,1.5,4,1936,305000
3,2.5,2170,2,3,2003,247800
4,2.5,5812,2,3,2000,344200
4,2.5,6107,2,3,2003,459950
4,1.75,9899,1,4,1967,229900
4,2.25,9602,1,3,1974,750000
4,2.5,9355,1,3,1983,509000
4,1,12137,1,4,1956,680000
5,2.5,7200,1,4,1977,661500
2,1,1399,3,3,2000,370000
4,2.75,17400,1,4,1978,785000
2,1,6720,1,3,1952,355000
4,2,6350,1,4,1951,446000
5,3.5,21780,2,3,1996,830000
3,2.5,8347,2,3,1990,324000
4,2.25,23478,2,3,1981,500000
3,1,9112,1,4,1951,745000
4,2.5,4407,2,4,1921,1.20E+06
2,2.5,3710,1,3,1988,385000
3,2.25,8040,1,3,1958,565000
4,2.5,7314,1,4,1979,465000
3,3.25,1977,3,3,2001,401000
3,1.75,11200,1,4,1978,385000
3,2.5,4930,2,4,1989,395000
5,1.5,8100,1.5,3,1946,245000
3,2,3600,1,3,1994,500000
5,1.75,6720,1,4,1979,334000
3,1,10960,1,4,1953,550000
3,1,7950,1,4,1961,216000
3,2.5,5871,3,4,1928,340500
4,2.25,12738,2,4,1975,375000
3,2.75,16740,1,3,1966,600000
4,1.75,8000,1,4,1960,375000
4,1.75,4000,1.5,5,1926,536500
3,3,35123,2,4,1984,599900
2,1.5,3600,1,5,1904,750000
3,1,10075,1,3,1955,355000
3,2,6413,1,4,1947,590000
2,1,6000,1,4,1946,680000
3,2.5,11122,2,3,1994,429000
2,1,4080,1,4,1909,581000
3,1.5,7770,1,4,1968,463800
5,5.5,18898,2,3,2001,2.98E+06
5,1.75,3000,1.5,3,1902,443000
3,2.5,7210,1,3,1986,276200
5,3.5,8309,2,3,2001,630000
3,1.75,3300,2,5,1927,570000
4,2.25,6000,2,3,1929,979700
4,2.5,4080,1.5,4,1921,730000
5,2.25,9600,1,4,1963,268450
3,1.75,7508,1,3,1962,490000
3,2.5,6240,1,5,1957,808000
3,1,9786,1,4,1969,350000
4,1.75,5880,1,3,1957,695000
4,2.5,44947,2,3,1991,1.23E+06
1,1,11800,1.5,3,1950,309950
3,1,8508,1,4,1942,134000
4,2.5,9638,2,3,1988,645500
3,2,5488,1.5,3,1927,750000
3,2.5,3600,2,3,1967,1.40E+06
4,1.75,7700,1,4,1955,344900
2,3.25,1500,3,3,2001,601450
4,2,4400,2,3,1909,575000
3,1.75,9620,1,4,1962,405000
4,2.75,14021,2,3,1999,518000
2,1,7936,1,3,1947,265000
3,1,4875,1,5,1969,180000
3,2.5,9736,2,3,1985,285000
3,2.75,7200,1,3,1954,433000
3,1.75,11440,1,3,1977,399000
3,2.5,7210,2,5,1966,565000
3,1.5,10080,1,3,1966,406500
4,1.75,11500,1,4,1955,420000
4,3.5,5559,1.5,3,1906,965000
4,3.5,9523,2,3,1996,1.38E+06
5,2.25,7969,2,4,1982,353950
5,3.25,10260,2,3,1996,847700
5,1,6700,1.5,3,1942,185000
2,1.5,6000,1,4,1923,269000
3,1.75,8400,1,3,1976,422800
2,1,7500,1,3,1947,379950
3,2,7800,1,3,1969,525000
4,3.5,209523,2,3,2006,810000
4,1,8400,1,3,1962,209950
3,2,1613,2,3,2003,439950
4,2,12905,1,3,1965,554820
4,2.5,4500,2,3,2002,359000
3,1,5870,1,3,1941,242500
3,1.75,9417,1,4,1954,330000
3,2.25,44374,2,4,1979,740000
5,1,4800,2,3,1901,630000
3,1.75,7800,1,4,1941,750000
4,2.5,6540,2,3,1999,695000
2,0.5,6900,1,3,1941,109000
3,1.5,10075,1,5,1961,389000
2,1,2700,1,5,1924,447000
3,2,13310,1,2,1955,1.20E+06
3,1.75,12000,1,4,1977,315000
3,2.5,8244,2,3,1988,640000
3,2.25,9246,2,3,1984,570000
3,2.75,208216,2,3,1997,495000
5,2.75,7488,1,4,1969,449500
4,2.75,5000,2,3,1943,1.08E+06
2,1,7868,1,3,1952,294950
3,1,13939,1,3,1960,170500
4,1,7620,1.5,3,1926,312000
3,2.5,15484,1,3,1992,350000
4,2.5,8448,2,4,1989,690000
4,2.5,9427,2,3,1999,375000
4,2.5,47044,2,3,1987,575000
4,2.25,8500,1,4,1978,646000
3,2.5,4800,2,4,1974,239950
5,2.5,7525,1.5,4,1929,400000
4,1.75,94089,1,3,1958,455000
3,2,8069,1,3,1990,240000
4,4,11765,2,3,1939,3.40E+06
3,2,4080,1.5,5,1922,695000
2,1,6720,1,5,1942,304950
3,1.75,2310,1,4,1914,650000
3,1.75,2211,2,3,1995,402500
3,2.5,7307,2,3,1998,482000
3,2,4480,1,5,1923,655000
5,2.75,5000,2,5,1951,577000
3,2.5,5996,2,3,1986,350000
4,2.25,8000,1,3,1970,415000
4,2.5,215186,2,2,1983,396400
3,2.5,8582,2,3,2000,654300
4,2.5,179419,2,3,2004,774950
4,2,10800,2,3,1925,855000
3,2.5,4000,2,5,1918,1.15E+06
2,2.5,1546,2,3,2007,330000
4,2.25,10950,1,4,1959,290000
3,3,19454,1.5,3,2008,519500
3,1.75,12600,1,3,1977,450000
3,3.5,56609,2,3,1993,3.12E+06
3,1,9450,1.5,3,1928,265000
4,2.5,7883,2,3,1990,359000
4,3.75,4500,2,3,2012,2.00E+06
4,2.5,48037,1,3,1985,1.05E+06
2,1,2280,1,5,1946,402500
3,1.75,5445,1,4,1957,450000
5,2.25,8086,1,3,1980,262500
4,2.25,7200,2,3,1979,285000
3,2.5,4861,2,3,2005,290000
2,2.5,6230,1,3,2005,752500
4,2.75,13515,2,3,1998,820000
3,2.5,2740,2,3,1999,292000
2,1,6089,1,3,1937,213000
4,3,7035,2,3,1942,400000
1,0.75,5650,1,3,1944,202000
1,0,23244,1,4,1948,484000
3,2,14398,1,3,1981,617450
3,1,8000,1,4,1956,250000
5,1.75,10000,1,3,1963,405000
2,1,8750,1,3,1951,325000
3,3,7440,1,5,1954,301350
2,1.75,7800,1,3,1940,425000
3,1,6360,1,3,1954,460000
3,2.5,10940,2,3,1992,938000
3,1.75,8867,1,3,1985,348000
2,1,4080,1.5,5,1926,435000
3,1.5,11430,1,4,1963,227950
2,1,5880,1,3,1948,425000
3,2,4064,1.5,3,1925,550000
3,2.5,7053,2,4,1992,347500
4,1.75,6000,1,3,1959,397000
4,1.75,11875,1,4,1969,410000
3,3.5,6776,2,3,1998,780000
4,3.25,5164,1.5,5,1925,1.35E+06
3,2.25,3070,2,3,2004,476000
3,1.75,16552,1,4,1967,390000
3,2,7000,1,4,1968,226500
3,2,2550,2,3,1984,495000
5,3.25,11500,1,4,1968,1.50E+06
3,1,5950,1,3,1950,385000
3,2.5,5344,2,3,2003,535950
4,2.5,32430,2.5,3,1989,910000
2,1,4000,1,3,1926,465000
3,1.75,11787,1,3,1983,495000
4,2,5404,1.5,5,1920,250000
4,2.25,6906,2,4,1928,1.23E+06
4,2.25,8941,2,3,1973,400000
4,2.5,13521,2,3,1987,715000
3,2,7757,1,3,1992,342000
4,1.75,8400,1,5,1967,420000
3,1,7360,1,4,1968,148226
3,1,10369,1,4,1968,313000
3,1,8220,1,3,1959,150000
2,1,10270,1,3,1954,150000
2,1,9435,1,3,1958,230000
2,1,5400,1,4,1948,389100
4,2.25,8720,1,5,1974,645000
3,1,6500,1,3,1958,310000
2,1.75,1189,2,3,2014,351358
5,2.75,9360,2,3,2014,1.70E+06
4,3.5,323215,2,3,2002,1.57E+06
3,2,3600,2,3,1900,850000
4,2.5,14023,2,3,1991,470000
3,2.25,1900,3,3,2008,770000
3,1.75,11440,1,4,1977,366000
3,2.5,7184,2,3,1987,545000
3,1,8800,1,4,1968,205000
2,1,8155,1,4,1948,405000
4,2.5,7210,1,3,1973,467000
2,1,4125,1,4,1909,392500
4,2.75,18400,1.5,3,1973,901000
3,1.75,7199,1,3,1972,500000
3,2.5,3690,2,3,2000,384950
4,3.5,336283,2,3,2006,1.70E+06
2,1,6120,1,3,1948,245000
4,2.25,10487,2,4,1968,1.17E+06
3,1.5,3640,2,3,1983,184500
2,2,5000,1.5,3,1986,269000
3,2.5,3296,2,3,1998,570000
4,1.75,11914,1,4,1961,850000
3,1,5200,1,4,1969,209000
4,1.75,5100,1,4,1933,327000
3,1.5,9957,1,4,1961,369500
3,1.75,8025,1,4,1976,440000
4,2.25,12329,1.5,4,1968,947500
2,1,4500,1.5,4,1919,510000
3,2,10318,1,3,1941,385000
5,3,9920,1,3,1990,370000
4,1.5,4500,1.5,3,1922,660000
3,4.25,308080,2,4,1976,729000
3,1.75,11880,2,3,1979,440000
4,2.5,81892,1,3,2000,445000
2,1,12092,1,4,1938,460000
3,3,7304,1,3,1971,516000
4,2.5,5607,2,3,2002,343888
4,1.75,9886,1.5,4,1965,500000
5,1.75,6450,1,3,1958,465000
5,2.25,7813,2,3,1986,302000
2,1,7861,1,4,1913,195000
3,2.5,8925,2,3,1991,640000
6,2.5,8122,1,3,1977,502000
3,2.5,3851,2,3,1998,360000
4,2.5,3000,2,3,2003,290500
4,3,5883,2,3,2006,248000
4,2.5,7568,2,4,2001,433000
2,1,4200,1,3,1980,480000
3,1,5000,1,3,1957,410000
4,2.75,5000,2,3,2006,309950
3,2,7372,1,5,1990,253000
3,1.75,11800,1,4,1971,280000
3,1,8925,1,3,1958,440000
5,1.75,8936,1,3,1954,333000
3,2.5,23790,2,3,2002,759950
3,2.25,9000,2,3,1979,345000
4,2.5,5831,2,3,2007,350000
2,1,14200,1,3,1951,198000
3,1.75,11294,1,4,1952,730000
3,1.5,9600,1,4,1966,266200
4,2.5,10160,2,5,1967,1.06E+06
2,1,20450,1,2,1948,95000
3,1.75,12731,1,3,1981,430000
4,2.25,9731,2,4,1973,650000
3,2.5,5071,2,3,2004,379900
2,1.5,1222,2,3,2004,325000
4,2.25,8449,1,4,1958,455000
4,3.75,3797,1.5,4,1917,392000
3,1.75,7811,1,3,1976,373000
5,3,8227,1,3,1953,951250
3,2,14350,1,3,1955,502000
3,2,40588,1,3,2000,362500
2,1,3500,1,3,1924,525000
4,2.5,11680,1,4,1977,580000
3,2.25,9425,1,3,1985,278000
2,1,4800,1,4,1923,422500
4,2,5400,1,3,1900,783200
4,2.5,6628,2,3,2003,715000
3,2.5,2212,2,3,2014,472217
3,2.5,4030,2,3,1999,244615
3,1.75,14288,1,3,1944,385000
3,1,6600,1,3,1943,549995
4,3.75,15151,2,3,2004,959900
6,4.5,7200,2,3,1980,510000
3,1.75,12669,1,4,1965,367000
5,3,8410,2,3,1990,375000
2,2.25,1334,3,3,2007,500000
2,2.25,1334,3,3,2007,489000
3,2,700,2,3,2000,340000
3,1.75,5978,1,5,1957,562000
3,2.5,7478,2,3,2002,489950
3,2.25,9600,1,4,1968,652000
4,3.25,7090,2,3,1999,472000
4,2.5,9244,1,4,1963,333000
3,1.5,7350,1,3,1953,560000
4,3.5,20107,2,3,1990,799000
5,2.25,9200,2,3,1979,860000
4,2.5,55931,2,3,1989,449500
4,3,11500,2,3,1991,692500
4,1.75,11400,1,4,1976,925000
3,2.25,2856,1.5,3,2003,267500
4,2.5,6018,2,3,2010,396800
4,1.5,8058,1,5,1969,220000
3,1.75,56192,1,3,1959,892500
3,2,10311,1,4,1975,455500
3,1.75,11250,1,4,1961,743000
4,1.5,17925,1,4,1951,338000
3,1.75,13115,1,3,1978,332000
3,1,4000,1.5,4,1918,563225
4,3.5,20609,2,3,1990,1.15E+06
2,1,5000,1,3,1920,645000
3,2.5,16000,2,4,1981,739000
3,2.5,13446,2,3,1993,435000
3,2.25,3800,2,5,1914,995000
4,2.75,7357,1,3,1986,520000
4,2.5,180263,2,3,1987,400000
3,1.75,7641,1,3,1978,440000
3,1.5,6010,1,3,1946,440000
3,1,3900,1,4,1921,738000
3,1.5,9848,1,3,1963,250000
4,2.25,8580,2,3,1992,338150
3,2.25,7371,1,3,1979,425000
4,2.5,54450,2,3,1999,883000
3,2,266151,1.5,3,1983,510000
4,1.75,21303,1,4,1962,950000
3,1,9656,1,5,1955,435000
5,1.5,10226,1,3,1961,415000
2,2.5,944,2,3,2004,439000
5,1,6400,1,5,1955,295832
3,1.75,9514,1,4,1967,285000
3,1.5,5003,1,3,1962,350000
2,2.75,972,2,3,2006,489000
3,2.25,6930,1,3,1974,304500
3,1.5,7313,1,4,1968,288000
3,1.75,9512,1,3,1980,417000
3,3,991,2,3,2005,615000
5,3.5,4857,2,3,2004,730000
2,1,3447,1,4,1978,178500
4,2,9600,1,5,1965,300000
4,2.5,8518,1,3,1955,415000
3,1.75,15695,1,4,1959,452500
4,2.75,15877,1,3,2005,1.01E+06
4,2.5,7000,2,4,1989,653000
4,2.25,5649,1,5,1941,715000
3,1.75,4080,1.5,4,1927,541000
4,1.5,7547,1.5,4,1960,245000
2,1,10038,1.5,4,1922,547000
5,2.75,12408,1,3,1976,750000
5,2.5,12375,1,3,1959,575000
3,1.75,8670,1,4,1984,216000
3,1.75,4579,1,4,1916,443000
4,2.25,6202,2,4,1986,257700
3,1,9440,1,3,1978,278000
3,2.5,3691,2,3,2003,300000
3,2.5,7904,2,3,1995,269100
3,1,10752,1.5,4,1929,402500
2,1.5,7719,2,3,1981,306888
4,2.5,14210,2,4,1978,795000
4,2.5,5573,2,4,2003,525000
3,2.5,12076,2,3,1988,1.05E+06
2,1,6000,1,3,1938,452000
3,2.25,5401,2,3,2000,350000
4,2.5,6180,2,3,2007,410000
3,1.75,3600,1.5,3,1905,595000
3,2.5,4851,2,3,2004,499000
4,2.5,7555,2,3,2001,340000
5,3.25,7947,2,3,2001,1.07E+06
4,3,52983,2,3,1991,460000
4,2.5,5899,2,3,2011,345000
3,2.25,7566,2,3,1990,280500
3,1,6120,1.5,3,1926,704000
3,2.5,40173,2,4,1990,545000
3,1.5,7584,1,5,1962,335000
4,3,7920,1,3,1988,1.33E+06
3,2.75,8000,1,3,1965,420000
4,2,5050,1,5,1937,705000
4,1.75,10528,1,3,1990,274900
4,2.5,3345,2,3,2004,499950
3,1.5,7550,1,4,1953,415250
3,1,7520,1,4,1958,222000
3,2,42247,1,4,1980,375000
3,2.5,5707,2,3,1995,300000
3,1.75,8879,1,5,1920,456700
3,2.75,5200,1.5,3,1915,925500
5,2.5,15598,1,4,1975,375000
3,2.5,15375,2,3,1993,420000
3,2.5,7301,2,3,2004,575000
3,2,1951,1,3,1915,335000
4,2,7200,1,3,1958,428000
4,2.5,34238,1,4,1977,655000
3,3,4896,2,3,2006,738000
5,1.75,3748,1,3,1965,415000
3,1,6125,1,4,1945,392000
2,1,4600,1,4,1941,555000
3,2.5,2677,2,3,2005,260000
3,1,10500,1.5,3,1940,392500
3,2.5,17313,2,3,1993,912000
2,1,7609,1,3,1943,135000
3,2.75,77536,1,3,1978,500000
3,1.5,7488,1,4,1975,238000
4,2,5974,1,5,1972,251000
2,1.75,5319,2,4,1978,406500
4,2.25,10925,2,4,1988,433495
3,2.25,6071,1,4,1985,265000
3,1.75,7260,1,3,1957,360000
4,1,12485,1,5,1955,425000
2,2.75,11205,1,3,1968,450000
3,1.75,8266,1,5,1954,449900
4,2.5,5875,2,3,2004,345000
4,2,35346,1,3,1967,612500
3,1.75,7650,1,4,1977,317000
3,1.5,3880,1.5,4,1929,585000
3,1.75,14292,1,3,1981,455000
4,4,51908,2,3,1991,1.04E+06
4,2.25,3463,2,4,1968,497000
3,1.75,6315,1,3,1992,226750
4,2,7102,1,3,1950,385000
3,0.75,5025,1,3,1948,205000
4,2.5,13093,2,4,1989,745000
4,2.5,4770,2,3,2005,371000
4,2.5,8504,2,3,1991,545000
3,1,5460,1.5,4,1931,443000
2,1,6350,1,3,1951,287000
3,1,7577,1,3,1983,194000
3,1,7650,1,5,1957,265000
4,2.75,10004,1,4,1963,1.14E+06
4,3.25,12793,2,3,1987,699950
4,1,7000,1.5,3,1950,433000
2,1.75,2693,1,3,2003,200000
3,1.5,25160,1,3,1968,289571
4,2.75,11034,1,3,1967,440000
3,1.5,8360,1,3,1960,400000
4,2.5,15000,2,5,1962,589000
5,2.25,97661,2,3,1986,850000
3,1,3000,1.5,3,1903,520000
2,2.25,1248,2,3,2000,555000
3,2.5,5082,2,3,2004,470000
2,1.5,1158,2,3,1990,207000
4,2.75,9650,1,3,1976,379750
4,1.75,4600,1,3,1950,709000
3,2.5,9864,1,3,1993,240000
4,1.5,10497,1,4,1953,445500
5,2.5,7863,1,5,1959,1.31E+06
3,1.5,10125,1,4,1959,210000
4,2.5,5895,2,3,1999,603000
3,2.5,10012,2,3,1987,720000
2,1,5500,1.5,3,1947,92000
3,1.75,5000,2,4,1901,600000
4,2.5,13950,1,4,1948,725000
5,2.25,10300,1,3,1961,409950
3,2.5,7167,2,3,1989,515000
4,2.5,11640,1,5,1968,495000
4,2.25,10200,2,4,1973,998000
3,1.75,8767,1,4,1986,630000
3,1.75,7480,1,3,1972,410000
3,2.25,11580,1,4,1979,602000
4,2.75,10232,1,5,1980,750000
4,3,9316,2.5,3,1991,711600
4,4,8709,2,3,2006,1.05E+06
3,2.5,35265,2,3,1981,700500
4,2.5,18618,2,3,1991,710000
3,2,13085,1,3,1985,250000
4,1.75,8400,1,5,1964,350000
7,3.5,29699,1,3,1961,475000
2,1,7200,1,2,1920,200000
4,2.25,7000,1,4,1972,450000
5,2.5,4641,2,3,2005,316000
1,1,4920,1,3,1920,310000
3,1.5,11975,1,4,1970,392000
3,3.25,1254,3,3,2000,521000
2,2,7110,1,3,1949,495000
3,1.75,8084,1,4,1967,209000
4,2,9900,1.5,5,1959,809950
2,1.75,224769,1,3,1950,400000
4,2.5,7292,1,3,1980,415000
4,2,76665,2,4,1978,411000
2,2,3600,1,4,1926,825000
3,2.25,1384,3,3,2008,436000
4,2.5,8331,2,3,1991,460000
3,1,5782,1,4,1959,281000
4,1.5,7680,1,3,1956,976000
4,2.5,10364,2,3,1995,485000
3,2.5,9240,2,3,1984,429000
3,2.5,7428,2,3,1990,729000
3,2.5,4757,2,3,2003,625000
3,1.75,9328,1,4,1987,218500
3,1,8395,1,4,1960,175000
3,1,8200,1,4,1938,442500
3,2,3000,2,3,1986,480000
3,2.25,9668,1,4,1965,715500
3,1.75,7350,1,3,1963,432500
5,4.25,18741,2,3,2005,875000
5,2.75,13332,2,4,1940,605000
4,4,12941,3,3,2002,1.69E+06
3,2.25,12662,1,5,1982,318000
2,1,7228,1,4,1947,311300
5,2.75,7904,1,3,1992,325000
5,3.5,3705,2,3,2008,795000
4,2.25,10358,1,4,1962,558000
4,2.5,18645,2,3,1995,370000
4,2.5,7245,2,3,1993,598850
3,2.5,9722,2,3,1994,515700
3,2.5,5013,2,3,2003,458000
3,2.25,13000,2.5,4,1985,583500
4,2.5,4166,2,3,2003,653750
3,2.5,4725,2,3,2011,299000
5,3,57499,1,4,1976,532000
3,2.75,13391,2,4,1985,819000
4,2.25,9000,1,5,1967,945000
4,2.5,9696,1,3,1983,608700
4,2,6122,1,4,1949,812000
5,2.5,8970,1,4,1959,464000
4,2.5,35081,2,3,1989,950000
4,2.5,4297,2,3,2005,700000
3,1,4219,1,3,1939,435000
3,1.5,14400,1,4,1954,229500
3,3,22672,1.5,4,1952,1.58E+06
3,2.25,13439,1,4,1963,265000
2,2,64468,1,3,1950,995000
3,2.5,9380,1,5,1975,590000
4,2.75,17833,2,3,1979,740000
2,0.75,7710,1,5,1909,360000
4,2,7200,1,3,1976,548500
3,1.75,4788,1,4,1920,599000
3,1.75,20820,1,4,1978,615000
3,1.75,6600,1,3,1988,292000
4,2.5,30649,2,3,1988,899000
3,1.5,6500,1,4,1912,500000
3,2.5,11550,1.5,3,2003,580000
4,2.5,6268,2,3,1998,580000
3,1,5000,1,4,1920,594000
3,2.5,7600,1,3,1981,500000
4,2.5,8056,1,3,1988,550000
3,1.75,6260,1,4,1993,275000
3,2.25,7420,2,4,1983,390000
3,3,8500,2.5,4,1910,1.25E+06
3,2.25,15340,2,3,1997,250000
2,2.5,5400,2,4,1979,405000
3,1,7000,1,3,1968,213950
3,1.5,11340,1,4,1963,232000
3,1,10800,1,4,1959,207000
3,1.75,30346,1,3,1988,310000
3,2.5,5000,3,3,1990,540000
4,1.5,4000,1.5,3,1920,750000
4,2.5,7303,2,3,2005,392500
5,2.5,12220,1,3,1962,305000
3,2.5,9157,2,3,1984,735000
4,2.5,6137,2,3,1990,575000
2,1,5000,1,3,1915,175000
4,2.5,6633,2,4,1984,291000
4,2.5,8970,2,3,1994,791500
3,2,9659,1,3,1951,475000
2,1,11400,1,3,1951,238950
3,3.5,1257,2,3,2000,470000
4,1.75,15324,1,3,1978,420000
3,2.5,7605,2,3,1996,440000
4,1.75,4300,1.5,4,1929,656000
3,2.5,4310,2,3,2001,559950
2,2,5416,1,3,1935,600000
3,1,12000,1,4,1972,255000
4,1.5,7076,1.5,3,1957,210750
4,1,2560,1.5,3,1909,485000
3,2.5,8076,2,3,1995,390000
3,2.5,12600,1,4,1970,405000
4,1,4500,1.5,2,1905,462500
4,2.25,14073,1,3,1978,435000
3,2.5,5434,2,3,2003,440000
3,1.75,7650,1,3,1978,299950
2,1.5,1024,2,3,1970,440000
3,2.5,11877,1,3,1975,312620
3,1.5,12324,1,3,1981,372500
3,2.5,8076,2,3,1994,297262
4,3,7245,1,4,1963,735000
3,1.5,5034,2,4,1922,430000
2,1.75,9750,1.5,3,1995,241000
3,1,9750,1,4,1969,201000
2,1,4000,1,4,1910,570000
4,1.75,9600,1,3,1967,538000
3,2.5,4244,2,3,2011,729000
4,1.75,14756,1,3,1955,331500
2,1,8064,1,3,1941,110700
3,2,8448,1,3,1996,245000
3,1.75,7111,1,4,1956,427000
4,1.75,5940,1,3,1953,650500
2,1,7440,1,4,1939,335900
2,2,5133,1.5,3,1939,535000
5,2,2400,1,4,1906,360000
3,2.25,8100,1,3,1968,294900
2,1,5934,1,4,1928,460000
4,3.5,38900,2,3,1990,1.77E+06
2,1,4400,1,4,1905,463000
5,1.5,43560,1,3,1962,332000
4,2,8116,1,4,1943,199500
4,2,8116,1,4,1943,247000
4,2.5,14024,2,3,1992,442500
3,2,237402,1,3,2007,600000
3,2.5,3827,2,3,2005,449000
4,1,4500,1.5,4,1926,725000
3,1,7900,1,3,1961,215000
2,1.75,6549,1,3,1948,582500
4,2.25,9371,2,4,1968,305000
4,2.75,7650,2,3,1959,734000
3,2,10072,1,3,1986,300000
5,1.75,71874,1,5,1960,525888
4,2.5,4400,1.5,5,1910,711000
3,1.75,12282,1,3,1978,360000
5,2.5,12350,2,3,1987,357000
3,1.75,9266,1,4,1960,235000
3,1.75,9720,1,3,1928,550000
3,1,7202,1,4,1957,324000
3,2,9239,1,3,1989,420000
4,2.5,7693,2,3,2003,450000
5,3.5,6770,2,3,2004,825000
4,2.25,6234,2,3,1998,272000
3,2,15653,1.5,3,1990,481000
3,1,3400,1,3,1927,500000
2,1.5,3780,1,4,1940,448000
2,2,4220,1,3,2004,480000
3,2.5,2890,2,3,2004,475000
2,2.25,2383,2,3,2005,472500
4,2.25,7616,1,4,1979,291000
2,1,5250,1,4,1950,294000
4,2.5,12688,1,4,1967,1.01E+06
3,2.5,3129,2,3,2002,442500
2,1,8424,1,4,1959,170000
4,2.5,16304,1,3,1968,1.58E+06
3,2.25,6000,2,3,1925,665000
5,4.5,142725,3,3,2000,1.61E+06
2,1.75,5000,1,3,1930,675000
2,1.75,10000,1,3,1957,279900
4,1.5,3245,1.5,4,1929,875000
3,2.5,3867,2,3,2005,571000
3,1,5060,1.5,3,1927,320000
3,2.5,35021,1,3,1986,525000
8,2.75,20666,1,4,1962,1.65E+06
3,1.75,5082,1,3,1942,137900
3,2.25,57063,2,4,1989,440000
3,1,3870,1,3,1945,360000
